Attendance,Study Hours,Homework Completion,Test Scores,SES,Extracurricular Activities,Parent Involvement,Tutoring,Sleep Hours,Health Conditions,Final Grade
71,22,85,77,Middle,3,Medium,Yes,6,Mild,65.8
100,18,95,66,Middle,1,Low,No,6,Mild,63.3
82,29,93,76,High,4,Low,No,7,Mild,73.05
84,12,93,64,High,4,Low,No,8,Mild,67.60000000000001
83,25,93,95,High,2,Medium,No,9,Severe,71.95
75,26,81,59,Middle,3,Medium,Yes,9,None,63.400000000000006
75,21,77,70,Low,4,High,Yes,6,Severe,62.650000000000006
87,13,82,51,Low,4,High,Yes,6,None,63.35
75,20,86,83,High,4,Low,Yes,9,None,75.1
77,29,78,69,High,0,High,Yes,6,Severe,66.95
89,29,89,84,Middle,2,Low,No,7,Mild,68.05
84,22,76,71,High,4,Medium,No,6,Severe,61.8
96,18,81,51,Middle,1,Medium,Yes,6,None,58.2
83,23,81,64,Low,0,Medium,Yes,7,None,60.75
72,21,80,83,Middle,0,High,No,8,Mild,67.55
92,14,77,61,Low,2,Medium,No,9,Mild,57.60000000000001
85,28,91,50,Low,0,Low,Yes,9,Severe,57.2
77,15,99,95,Low,0,Medium,Yes,7,Mild,70.45
94,16,100,78,High,2,Low,No,9,Severe,68.19999999999999
95,22,93,87,Low,2,Low,Yes,7,Mild,72.2
76,25,87,50,Middle,3,Low,Yes,9,None,61.85000000000001
94,16,76,61,Middle,4,Medium,Yes,6,None,62.3
83,16,86,97,High,3,Medium,Yes,6,Mild,77.89999999999999
82,17,89,53,High,4,Medium,No,6,Severe,57.35
74,28,90,95,Low,2,High,No,7,Mild,73.3
97,24,81,100,Low,1,High,No,8,None,78.6
75,10,78,57,Low,4,Low,No,9,Severe,50.2
84,21,86,80,Middle,2,Low,No,8,Mild,65.25
95,17,95,93,Low,2,High,No,7,None,75.15
98,25,87,93,High,0,Low,Yes,7,None,79.15
87,11,91,88,High,4,Medium,Yes,9,Mild,77.75
87,20,97,67,Low,0,Low,No,7,Mild,61.900000000000006
94,14,84,57,Middle,0,Medium,No,8,Mild,58.2
86,29,76,63,Low,0,High,Yes,6,Severe,61.55
82,29,93,100,Low,0,High,Yes,9,Severe,77.25
75,15,75,64,Low,3,Low,No,7,Mild,55.95
96,20,84,52,Low,0,High,No,7,Severe,56.6
76,10,97,90,Middle,4,Medium,Yes,8,Severe,67.10000000000001
73,20,76,66,Low,4,Medium,No,6,Severe,52.60000000000001
81,18,89,84,Middle,4,Low,No,8,Mild,68.7
87,21,86,61,High,3,High,No,7,Severe,66.15
92,16,91,70,High,4,High,No,7,None,74.6
72,14,89,99,High,1,Medium,Yes,6,Mild,73.4
72,23,78,100,Low,0,Medium,Yes,8,Severe,65.75
88,10,99,59,Low,2,Low,Yes,7,Mild,60.60000000000001
75,13,91,51,Middle,0,High,Yes,6,Mild,59.75
91,19,91,83,High,0,Low,Yes,7,Mild,74.05
70,10,86,99,Middle,3,High,Yes,7,Mild,74.4
100,23,98,68,High,0,Low,Yes,9,Mild,75.75
70,25,84,79,Middle,1,Medium,No,7,Mild,60.75
94,13,95,50,Middle,4,Medium,Yes,9,Mild,64.05
83,15,89,91,High,2,Low,Yes,8,Severe,70.45
98,28,81,75,Middle,3,High,Yes,7,Mild,76.3
95,22,90,92,High,2,Medium,Yes,6,None,78.1
94,15,85,90,High,2,Low,No,7,Mild,71.55
94,17,92,76,Low,4,Low,No,6,None,67.25
97,22,79,74,Low,0,Low,Yes,9,Mild,67.9
85,25,92,51,High,4,Low,Yes,7,Mild,67.95
89,11,95,65,Middle,2,Medium,Yes,6,Severe,57.05
72,24,98,78,Middle,3,Medium,Yes,8,Severe,66.4
97,15,84,57,Middle,0,High,Yes,7,None,65.05
84,12,77,59,Middle,1,Medium,No,9,Mild,54.900000000000006
89,15,82,50,High,3,Medium,No,7,Severe,55.95
79,24,88,67,Low,3,Low,No,7,Severe,57.5
72,26,75,87,Low,4,Low,Yes,8,Mild,70.0
91,19,80,80,High,0,High,Yes,6,Severe,70.95
98,29,100,82,High,0,Medium,Yes,6,Mild,79.45
96,16,80,70,High,0,High,Yes,9,None,75.2
86,18,100,77,Low,3,Medium,Yes,6,None,70.8
84,30,96,60,Low,1,Low,No,7,None,61.5
82,14,95,60,High,4,Low,Yes,8,Severe,64.9
73,21,81,92,Low,3,High,No,7,None,71.64999999999999
97,14,84,50,High,0,Medium,Yes,9,Mild,64.7
94,18,99,75,Middle,1,Low,Yes,9,Mild,70.6
94,18,75,63,Middle,4,Low,Yes,8,Mild,65.19999999999999
91,12,98,57,Low,0,Low,Yes,7,None,60.89999999999999
81,30,96,99,Middle,3,Low,No,9,None,77.60000000000001
100,24,77,72,High,3,High,Yes,6,Mild,79.0
76,27,91,62,Low,2,High,No,9,Mild,65.75
90,25,82,98,Middle,2,High,Yes,6,Severe,73.05000000000001
98,19,96,97,Low,4,Low,Yes,6,Severe,73.65
73,18,95,62,Middle,2,Low,No,6,None,56.7
87,13,93,51,Middle,1,High,No,6,None,59.55
77,15,90,52,Low,4,High,No,9,None,62.75
97,17,89,82,Low,2,Low,No,7,None,66.05
91,13,97,87,Low,0,Low,No,7,Severe,61.95
96,19,81,52,High,0,Low,No,7,Severe,55.75000000000001
93,12,86,66,Low,2,Medium,No,7,Mild,58.599999999999994
75,30,92,62,Low,4,High,Yes,8,None,72.5
72,17,98,92,High,0,High,No,9,None,77.85
79,12,77,77,High,2,High,Yes,8,None,72.3
81,28,95,75,High,4,High,Yes,7,Mild,80.7
91,21,82,84,Middle,4,Low,No,9,Mild,70.05
89,29,78,95,Low,2,Low,No,6,None,69.15
73,13,90,77,Low,2,Medium,No,8,None,60.95
71,28,99,63,Low,2,High,Yes,6,Mild,67.9
93,29,93,84,High,1,Medium,Yes,9,Severe,74.65
80,23,75,86,Middle,0,Low,Yes,9,Severe,62.55
84,30,86,62,High,3,High,No,6,None,73.1
86,28,88,90,Middle,3,High,Yes,7,None,79.8
90,27,97,51,High,4,Medium,Yes,6,None,70.45
87,22,88,83,High,0,Medium,No,6,None,70.4
95,10,84,63,Low,3,Medium,Yes,8,None,65.19999999999999
70,15,100,60,Low,4,High,No,6,Severe,58.75
88,17,84,70,Middle,2,High,Yes,7,None,67.65
92,21,83,65,High,1,Low,Yes,8,None,69.75
80,27,91,77,Middle,2,Medium,Yes,7,Severe,62.05
87,30,96,97,Middle,3,High,No,9,Severe,78.2
78,25,93,100,Low,3,High,No,7,None,78.45
96,24,89,84,Low,1,High,No,6,Mild,73.2
85,23,98,90,Low,1,Low,Yes,6,Severe,67.35
81,18,97,59,Low,2,Medium,Yes,7,Severe,55.8
75,29,98,71,High,2,Low,Yes,6,Mild,71.15
71,14,94,61,High,3,Low,No,6,None,62.8
91,29,86,74,Middle,0,High,Yes,8,None,74.85
97,28,99,81,Low,0,Medium,Yes,7,Mild,73.5
93,18,80,95,Low,4,High,Yes,6,Severe,73.6
73,30,80,84,High,4,High,Yes,6,Severe,74.3
72,29,93,54,Low,4,High,No,9,Mild,66.45
95,18,83,83,High,4,Low,Yes,7,Severe,71.0
88,27,85,76,Middle,3,Low,Yes,9,Severe,67.15
80,14,98,91,Middle,3,Low,No,6,None,69.4
78,30,97,92,Middle,2,High,Yes,9,Severe,75.1
97,15,99,51,Middle,3,High,Yes,7,None,69.25
96,17,83,92,Low,4,Low,No,6,None,70.65
86,23,79,82,High,4,High,No,9,Mild,78.35
100,14,88,51,High,1,High,No,8,Mild,68.4
78,28,93,96,High,1,Low,Yes,6,Severe,73.0
73,21,82,89,High,1,Medium,No,9,None,69.95
96,22,98,73,High,1,Low,No,7,Severe,66.2
96,14,77,51,High,4,Medium,No,7,Severe,56.4
93,21,90,86,Middle,0,Medium,No,9,Mild,69.65
98,19,83,63,Middle,4,Medium,Yes,6,Severe,60.849999999999994
71,24,98,93,High,2,High,Yes,8,Mild,82.7
96,18,91,98,Low,0,Low,Yes,7,None,74.30000000000001
74,15,97,68,Low,0,Medium,Yes,7,Mild,61.35
76,21,85,57,Low,3,High,No,7,Severe,57.55
78,24,75,64,Middle,4,Medium,No,9,Mild,60.8
82,28,90,82,High,1,Medium,Yes,8,None,76.0
74,25,94,88,Middle,2,Low,No,6,Mild,66.25
94,30,77,72,Low,3,Low,No,7,Mild,66.3
77,25,79,76,Low,1,Medium,No,9,None,62.25
84,27,78,62,Middle,1,Medium,Yes,8,None,62.75
79,22,75,58,Middle,0,Low,Yes,7,Severe,51.699999999999996
92,16,75,87,Low,2,Low,No,7,None,63.5
88,28,87,73,Middle,3,High,No,9,Mild,73.9
79,15,75,53,Middle,3,Medium,Yes,8,None,58.449999999999996
100,14,96,70,Middle,1,High,Yes,9,None,73.7
88,20,85,50,Middle,2,Low,Yes,7,Mild,57.6
88,15,80,93,High,1,High,Yes,7,Severe,73.25
73,20,97,67,Middle,4,Low,Yes,9,Severe,62.099999999999994
78,13,99,58,Low,0,Medium,No,6,None,56.050000000000004
85,23,82,80,Middle,2,High,No,7,Mild,68.15
90,12,89,65,High,2,Medium,No,9,Severe,60.3
84,21,78,59,Low,4,High,No,8,None,65.35000000000001
72,24,88,53,Middle,1,High,No,8,Mild,60.9
81,21,80,73,Middle,2,Medium,No,9,Mild,61.35
88,11,96,62,Low,3,Low,Yes,8,Severe,61.150000000000006
75,21,100,96,Low,3,Low,No,6,None,72.05
83,21,77,90,Low,1,Low,No,8,Severe,61.25
100,18,83,76,Middle,1,High,Yes,7,Mild,71.9
74,11,94,62,Middle,2,Low,No,7,Severe,49.95
90,28,86,58,High,1,High,Yes,7,Severe,67.6
99,16,92,55,Middle,2,Low,No,9,Severe,55.7
73,13,87,84,Low,0,High,Yes,7,Mild,68.45
85,26,88,84,Middle,0,Low,No,8,Mild,68.3
87,23,96,95,Middle,0,High,No,8,Severe,72.85000000000001
99,11,97,99,Low,3,Low,Yes,6,Mild,77.65
93,14,96,53,Low,1,High,No,6,Mild,62.2
75,30,86,79,Low,3,Low,Yes,9,None,71.4
72,30,97,78,Middle,0,High,No,6,Severe,64.69999999999999
86,16,75,50,High,3,Medium,Yes,8,Severe,59.2
81,21,77,83,High,4,Low,Yes,8,None,74.75
76,25,84,72,Low,4,High,No,7,None,67.85
93,20,90,68,High,1,Low,Yes,6,Severe,65.0
77,19,91,69,Middle,2,Medium,Yes,6,Mild,62.05
74,23,82,66,Middle,3,High,No,6,None,64.75
84,17,92,57,Middle,0,Medium,No,7,None,56.55
77,20,83,84,Low,2,High,No,7,None,67.2
92,28,82,57,Middle,4,Medium,Yes,9,None,66.9
72,19,78,53,High,2,High,Yes,6,Mild,63.65
70,26,75,66,Middle,2,High,Yes,7,Severe,58.3
72,11,76,56,High,2,High,No,7,None,59.150000000000006
100,12,91,88,Low,1,Low,Yes,9,Mild,72.6
71,28,89,77,Middle,2,High,Yes,6,None,70.1
90,13,75,84,Middle,0,High,No,8,None,68.45
75,12,95,68,High,2,Medium,Yes,6,Mild,65.4
75,28,88,82,Low,3,Low,No,6,None,67.2
81,30,78,56,Middle,2,Low,Yes,9,None,61.099999999999994
79,27,81,69,Middle,1,Medium,No,7,None,59.45
96,20,94,54,Middle,2,Low,Yes,9,Severe,59.2
79,12,88,69,High,2,High,No,9,Mild,69.10000000000001
94,27,100,76,Low,1,Medium,No,7,None,68.35
92,11,97,74,High,4,Medium,Yes,9,Mild,75.75
73,26,95,90,High,2,High,Yes,9,Mild,82.1
97,15,85,82,Middle,3,Medium,Yes,7,Severe,65.75
96,16,97,66,High,1,Low,Yes,6,None,70.4
80,29,96,83,Low,3,Low,Yes,8,None,75.35
83,30,76,77,Low,4,High,Yes,9,Severe,70.4
95,29,82,92,Low,0,Low,No,7,None,70.25
93,27,81,60,High,2,Medium,No,7,None,64.55
71,24,81,81,High,1,Low,Yes,6,None,68.7
73,24,97,96,High,4,Medium,No,6,None,76.8
94,26,76,52,Low,3,High,No,6,None,64.1
89,13,99,50,Low,0,Medium,No,6,Mild,55.85
82,13,100,50,Middle,4,Low,No,9,Severe,54.650000000000006
86,22,95,66,Middle,4,High,Yes,7,Mild,72.5
83,15,79,67,Middle,1,Low,No,6,Severe,51.25
88,12,98,77,Middle,2,Medium,No,7,None,63.3
75,29,84,84,Low,1,High,No,7,Mild,69.25
79,29,84,78,High,1,High,No,8,None,75.25
89,14,75,67,Middle,2,High,Yes,8,Mild,66.39999999999999
95,23,86,80,Middle,4,Medium,Yes,9,Mild,73.95
90,23,84,70,High,2,Low,Yes,7,Mild,69.55
80,10,89,76,High,0,Low,Yes,6,Mild,67.1
97,15,83,51,Middle,2,High,Yes,6,Severe,58.05
75,27,81,66,High,3,Low,Yes,6,Mild,68.75
89,10,82,81,Low,2,Medium,No,9,None,63.0
92,26,81,91,Middle,3,Medium,No,7,None,71.4
83,28,84,52,High,0,Low,No,7,None,61.00000000000001
72,28,80,85,High,3,Low,Yes,7,Mild,73.9
86,19,86,55,High,1,Medium,No,7,Severe,55.65
78,21,78,53,Middle,1,Medium,No,7,Mild,52.35
80,20,77,54,Middle,2,Low,Yes,7,None,55.599999999999994
84,19,96,91,High,0,High,Yes,7,Severe,76.05
100,15,84,51,Low,2,High,Yes,6,Mild,63.849999999999994
97,15,93,88,High,3,High,No,7,Mild,81.15
94,30,80,83,High,4,Low,Yes,7,Mild,78.19999999999999
84,10,97,80,Middle,4,High,No,9,Mild,72.7
89,21,93,59,High,4,Low,Yes,6,None,70.35000000000001
75,18,98,86,High,4,High,No,7,Severe,72.9
72,17,78,69,Low,4,Low,Yes,9,Mild,62.95
89,16,83,91,Low,0,Low,Yes,9,None,70.7
93,18,82,77,Middle,4,Low,No,6,None,65.6
95,10,96,83,High,3,Low,Yes,6,None,76.6
81,22,97,80,High,4,High,Yes,9,Mild,83.1
83,26,92,53,High,4,High,No,9,Severe,67.4
98,20,95,97,Middle,1,Low,No,7,Mild,72.7
86,24,76,89,Low,0,High,No,8,Mild,72.1
82,20,92,71,Low,1,High,No,9,None,68.10000000000001
81,29,88,72,Low,4,Low,Yes,8,Severe,65.64999999999999
91,23,81,84,High,2,Low,No,8,None,72.35
71,17,82,71,Middle,2,Medium,Yes,7,Severe,54.150000000000006
78,13,88,99,Middle,3,Medium,Yes,8,Severe,69.15
90,29,86,51,High,4,High,No,8,None,72.75
70,16,92,100,Middle,0,High,No,8,Severe,68.4
93,12,75,72,High,1,Medium,No,9,Mild,65.2
95,20,82,70,Middle,2,Low,No,9,Severe,58.400000000000006
71,14,87,53,Low,2,Low,No,8,Mild,53.00000000000001
100,10,92,56,Middle,1,Medium,Yes,9,Severe,57.7
92,26,80,87,High,1,Medium,Yes,7,None,75.0
95,10,97,74,Middle,2,High,Yes,8,Mild,73.10000000000001
88,16,81,79,Middle,2,Low,Yes,7,Severe,59.5
92,12,94,90,High,3,High,No,6,Mild,80.2
96,15,82,51,Middle,3,High,Yes,6,Severe,60.650000000000006
87,27,84,55,High,1,High,Yes,7,None,70.45
95,15,79,77,High,4,Low,No,9,Severe,66.64999999999999
99,30,83,79,Low,0,Low,Yes,7,None,70.60000000000001
100,17,92,75,Low,4,Medium,No,8,Mild,70.15
84,22,76,84,Middle,4,High,Yes,6,Mild,73.7
72,12,80,67,High,1,Medium,Yes,7,Severe,56.5
75,23,88,70,Low,2,Medium,Yes,8,None,64.35
91,18,81,59,High,3,Low,No,9,None,66.6
71,29,75,55,Low,1,High,No,6,Severe,52.95
97,22,91,80,Middle,4,Low,Yes,9,None,75.1
81,22,78,54,Middle,3,Medium,Yes,6,None,59.5
76,13,79,66,Middle,2,High,No,6,None,59.05
91,27,90,61,Low,0,Low,No,7,Severe,56.25
75,26,87,64,Low,3,Low,No,6,Mild,61.10000000000001
94,27,79,60,Low,1,Medium,Yes,9,Severe,59.349999999999994
75,20,78,99,High,2,Medium,Yes,7,Mild,73.3
73,24,100,86,Low,1,Low,No,6,Severe,61.400000000000006
73,21,80,84,Middle,2,Low,No,9,Severe,58.05
80,25,95,99,Middle,1,High,Yes,6,Mild,78.95
94,30,78,95,High,2,Medium,Yes,9,None,80.4
100,13,91,50,High,4,High,No,8,None,71.45
76,17,77,52,Middle,3,High,Yes,7,None,61.45
88,21,91,55,Low,3,High,Yes,9,Mild,70.55
95,21,95,99,Low,1,High,Yes,8,Severe,77.95
88,16,88,62,High,0,High,Yes,8,Mild,72.8
76,20,85,52,Middle,4,Medium,Yes,6,None,58.800000000000004
71,24,94,66,High,1,Medium,No,8,Mild,65.8
88,19,98,76,Middle,0,Medium,No,9,None,66.75
87,28,100,86,Middle,1,Medium,Yes,9,Severe,70.2
85,12,78,68,Middle,4,Medium,No,8,None,61.0
80,19,75,61,Low,2,Medium,Yes,7,Mild,57.05
85,12,89,86,Low,0,High,No,7,Severe,63.599999999999994
94,17,86,78,High,4,High,No,7,None,76.65
95,25,77,92,Low,1,High,No,8,Severe,70.25
72,18,97,88,Low,1,Low,No,6,None,64.69999999999999
93,20,88,70,High,4,Medium,Yes,6,Severe,68.2
95,15,95,92,Low,1,Low,Yes,6,Mild,72.35
97,26,88,79,Middle,2,Low,No,8,Mild,69.2
85,24,80,56,Middle,0,Low,No,6,None,55.8
72,14,80,60,Middle,2,High,Yes,7,None,59.9
74,22,85,56,High,0,Low,Yes,7,Mild,62.099999999999994
80,22,87,51,Middle,1,High,Yes,7,None,62.2
89,14,76,85,Middle,0,High,Yes,8,Severe,67.0
91,19,93,83,High,1,Low,No,7,Severe,66.44999999999999
100,10,85,58,High,2,Low,No,8,None,63.9
91,10,94,62,Low,2,Medium,No,6,None,58.099999999999994
81,27,76,66,High,2,Medium,Yes,6,None,65.95
77,22,80,71,Low,0,High,No,9,None,65.2
71,21,92,54,Middle,0,Medium,Yes,6,Mild,57.05000000000001
92,23,96,85,Low,0,Medium,No,8,None,70.85000000000001
70,21,100,91,Low,4,Medium,No,8,Severe,66.55
80,17,92,82,Low,3,Medium,Yes,9,Mild,71.25
78,24,75,76,High,1,Low,Yes,6,Mild,67.4
89,11,89,76,Low,0,Medium,Yes,7,Mild,64.15
78,27,92,80,Middle,4,Medium,Yes,9,Mild,72.75
84,19,92,57,High,3,High,No,9,None,72.05
94,15,77,68,High,0,Low,Yes,9,Mild,68.35
93,25,100,67,High,2,High,No,9,None,76.95
88,27,98,69,Low,0,High,No,6,Severe,64.65
92,27,80,94,Middle,2,Low,Yes,6,None,72.35000000000001
86,22,98,94,Low,1,Low,No,7,Severe,65.5
98,13,79,69,Low,0,High,Yes,8,None,69.35000000000001
81,14,84,98,Middle,3,Medium,Yes,7,None,71.9
85,15,87,68,Low,2,Medium,Yes,9,Mild,63.550000000000004
85,17,94,98,Low,4,Medium,Yes,9,Mild,77.44999999999999
86,16,76,61,Middle,3,Low,Yes,7,Severe,55.7
98,20,87,91,Middle,1,High,No,9,Severe,71.3
79,25,87,59,Low,0,Low,No,6,None,57.150000000000006
74,22,77,92,Middle,0,High,No,8,None,70.3
87,15,91,71,High,3,Low,No,9,Mild,70.65
73,11,77,50,Low,4,Low,No,8,None,52.75
77,14,98,80,Middle,1,Low,No,8,Mild,64.5
97,14,100,77,Low,3,Medium,No,8,Severe,66.0
79,25,84,58,High,2,Medium,No,7,Mild,61.25
85,11,81,57,Middle,2,Low,Yes,8,None,58.05
73,23,92,70,High,4,Medium,Yes,8,Mild,72.75
82,22,75,70,Low,3,Medium,No,6,Severe,55.900000000000006
94,22,86,93,Middle,2,Low,Yes,9,Severe,69.4
82,18,78,57,Middle,0,Low,No,8,None,55.599999999999994
82,13,76,94,Low,4,Medium,Yes,8,None,71.05
84,27,83,83,Low,4,High,Yes,9,Mild,78.05000000000001
85,27,89,96,High,0,High,No,7,None,80.35
82,27,93,74,High,4,Low,No,9,None,73.95
70,29,81,97,Low,0,Medium,Yes,7,Severe,64.55
72,16,88,50,Middle,1,Medium,No,8,Mild,53.0
100,12,88,94,Middle,0,Low,No,7,None,68.8
70,15,84,77,Middle,3,Low,No,7,None,60.64999999999999
73,21,77,67,High,2,Medium,Yes,6,Mild,63.349999999999994
96,12,84,69,High,3,Low,No,6,None,67.7
75,26,79,80,Low,0,Low,Yes,8,None,66.3
98,17,89,79,High,0,Medium,No,6,Mild,70.35000000000001
72,11,84,71,High,3,High,Yes,6,None,71.25
91,28,90,54,Middle,3,Medium,Yes,9,Mild,67.4
72,17,78,61,Middle,3,Medium,No,8,Severe,52.55
79,13,83,94,High,1,Medium,Yes,6,Mild,71.85000000000001
70,24,86,66,Middle,3,Low,No,8,Severe,57.0
95,17,77,99,High,2,Medium,Yes,9,Severe,73.35
78,15,85,83,Low,1,Medium,Yes,8,None,66.25
82,23,95,75,Low,1,High,No,9,Mild,70.65
70,11,82,58,High,0,Low,No,6,None,55.550000000000004
83,24,89,67,High,1,High,No,9,Mild,72.5
93,18,93,50,Middle,3,Low,No,7,Mild,59.7
91,15,95,89,Middle,1,Medium,Yes,7,Severe,65.65
83,23,79,73,Middle,3,Medium,No,6,None,63.050000000000004
72,15,77,95,High,1,Low,Yes,7,Severe,65.05
86,16,76,99,High,3,High,No,8,Mild,81.1
88,13,79,96,High,2,Medium,No,6,None,70.45
78,13,79,95,Low,1,Low,Yes,9,Mild,68.15
84,24,97,82,Middle,4,Medium,No,9,Mild,71.8
81,21,77,98,Low,0,High,Yes,9,None,76.25
95,25,84,80,Low,3,Medium,Yes,8,Mild,74.05
96,29,100,62,Low,0,Medium,Yes,8,None,70.05
72,24,81,92,Low,4,Low,No,8,Severe,64.19999999999999
100,17,86,96,Middle,3,Low,No,6,Severe,68.25
80,13,93,74,Middle,1,Low,No,9,None,62.05
100,11,83,98,High,1,High,No,6,None,78.75
81,18,95,79,Low,0,High,No,6,Mild,68.4
100,29,77,94,High,0,Low,Yes,6,Severe,73.85
91,27,81,67,Low,3,Medium,Yes,7,Mild,67.25
72,14,79,57,Middle,3,Medium,Yes,9,Mild,58.8
79,29,95,50,Middle,3,Low,No,6,None,60.05
81,21,81,64,Middle,4,Medium,Yes,7,Mild,62.849999999999994
70,30,96,55,Middle,3,Low,No,7,None,60.2
98,18,77,90,Middle,2,High,Yes,7,Severe,69.5
85,27,88,86,Low,0,High,Yes,8,Severe,72.15
73,15,95,79,Middle,0,High,No,7,None,66.05
89,12,79,89,High,1,Medium,Yes,6,Mild,71.3
76,23,81,95,High,2,High,No,9,Severe,72.65
85,15,94,92,Low,2,High,Yes,6,Severe,70.14999999999999
87,21,75,95,Low,1,Low,Yes,8,Severe,66.15
71,21,99,76,High,4,Low,No,7,None,70.05
90,18,86,95,Low,2,Low,No,6,Severe,63.2
79,10,95,86,Middle,3,High,Yes,7,None,74.1
83,17,90,85,Middle,1,High,Yes,9,Severe,69.35
99,30,78,60,High,1,Low,No,7,None,65.9
77,25,87,78,Middle,0,High,No,8,Mild,69.44999999999999
88,27,91,99,Middle,1,Medium,No,9,Mild,74.25
79,26,84,71,Low,2,High,Yes,8,None,70.4
78,25,77,60,Middle,0,Low,Yes,7,Mild,58.25
93,30,89,74,Low,1,Medium,No,8,None,68.10000000000001
96,21,86,71,High,1,Medium,Yes,7,None,70.95
96,12,87,82,Low,2,Medium,Yes,8,Severe,64.2
76,21,77,85,High,4,High,Yes,9,None,79.35
87,24,87,78,High,3,Low,Yes,8,None,77.2
77,24,99,52,High,0,Low,Yes,6,None,64.80000000000001
92,28,99,86,High,3,High,Yes,6,Severe,82.0
97,10,77,92,High,1,Low,Yes,6,None,72.9
83,10,99,93,Middle,4,High,No,8,Severe,71.80000000000001
70,14,87,81,High,4,High,No,6,Severe,67.2
96,24,84,87,High,4,High,Yes,6,Mild,84.1
76,10,82,99,Low,2,Low,Yes,9,Severe,63.80000000000001
78,11,81,83,Middle,1,Medium,No,8,None,61.449999999999996
94,26,82,68,Low,0,High,No,7,None,67.1
84,21,89,92,Low,2,Medium,No,9,Mild,69.45
70,28,87,74,Low,4,Low,No,7,Severe,58.60000000000001
72,16,100,51,High,4,Medium,Yes,7,Mild,64.69999999999999
76,11,94,72,Low,4,Medium,Yes,8,None,66.35
72,27,80,86,Middle,3,High,No,9,Mild,72.95
76,17,98,96,Middle,2,Medium,Yes,8,None,72.85
93,24,94,91,High,4,High,No,6,None,83.7
73,13,94,86,Low,1,Low,Yes,8,Severe,62.45
83,23,94,88,Middle,4,Low,Yes,9,Severe,70.55000000000001
94,10,90,89,High,0,High,Yes,6,Mild,79.0
86,20,95,53,Middle,1,Medium,No,9,Severe,54.1
70,19,91,76,High,1,High,No,9,Severe,66.75
86,25,82,72,High,0,Medium,No,7,None,66.45
95,22,97,90,Low,0,High,Yes,9,Severe,75.9
80,27,82,79,Middle,0,High,Yes,8,Severe,67.85000000000001
93,25,91,98,Middle,4,High,Yes,7,Severe,78.44999999999999
89,14,79,51,Low,0,Medium,Yes,9,None,57.4
87,26,90,79,Middle,2,Low,Yes,6,Severe,63.60000000000001
71,10,93,84,High,2,High,No,7,Mild,70.5
91,26,97,62,Low,1,Low,No,8,Mild,64.7
80,27,85,89,Middle,1,Low,Yes,8,Severe,66.45
70,15,97,67,High,4,Low,Yes,8,Severe,65.25
78,10,88,50,High,3,Medium,No,7,Severe,53.7
71,27,93,94,High,3,High,Yes,9,None,85.75
75,13,76,64,Low,0,Medium,No,8,Severe,49.650000000000006
84,10,81,85,High,1,High,No,6,Severe,66.0
90,13,100,63,Middle,3,Low,Yes,8,Mild,68.15
85,19,93,69,High,1,Medium,Yes,6,Severe,64.05
71,17,77,60,Middle,1,High,Yes,8,Mild,61.85
85,28,89,78,High,1,High,Yes,9,Severe,75.19999999999999
89,20,88,95,Low,0,High,No,6,Mild,73.9
96,16,88,74,Low,2,High,Yes,9,None,73.0
99,30,94,85,Low,1,High,No,6,Severe,71.6
93,10,99,79,High,1,Medium,No,6,Mild,69.60000000000001
83,27,80,82,Middle,3,High,No,8,None,73.95
87,29,82,79,High,2,Medium,No,7,Mild,69.75
99,14,82,88,Low,2,Low,No,8,Severe,63.099999999999994
91,19,77,66,Middle,4,High,Yes,6,Mild,69.15
71,23,75,84,High,2,Medium,Yes,6,Mild,68.15
94,23,97,70,Middle,1,Low,Yes,8,None,69.95
81,29,78,55,Low,3,Medium,Yes,7,None,61.55
89,13,98,64,Middle,2,Low,No,7,Severe,54.85000000000001
87,12,82,65,High,0,Low,Yes,9,Severe,61.30000000000001
74,21,88,70,Middle,2,High,No,7,None,63.650000000000006
95,14,97,94,High,2,Low,Yes,9,Severe,75.10000000000001
73,17,85,72,Low,1,Low,No,9,Mild,59.45
92,17,88,82,Middle,2,High,Yes,6,None,72.85
87,18,81,53,High,0,High,No,6,Mild,64.0
90,19,91,74,Middle,4,Medium,Yes,7,Severe,64.15
73,15,90,87,High,1,Low,No,7,Mild,67.45
90,28,88,93,High,0,Medium,Yes,6,None,78.5
95,29,87,73,Middle,3,Medium,No,8,None,70.55000000000001
99,16,87,94,Low,0,Low,Yes,9,Mild,74.4
80,11,87,71,Low,0,Low,No,9,Severe,54.45
72,25,86,64,High,4,Low,No,9,None,67.05
83,12,83,65,Low,2,Low,No,6,Severe,50.7
77,15,76,96,Middle,2,Low,No,9,None,65.15
74,29,92,56,High,0,High,No,7,None,67.25
98,24,97,85,High,3,Medium,No,9,Severe,75.5
89,20,81,61,High,3,Low,Yes,8,Mild,70.3
70,25,80,63,Middle,3,Medium,No,7,Mild,58.15
80,26,78,91,Middle,2,Low,Yes,9,Mild,70.4
89,18,92,87,Middle,2,High,No,8,Severe,68.8
72,29,83,56,Low,4,Low,No,9,None,60.05
78,14,79,96,High,0,High,No,7,Severe,68.7
73,29,77,52,High,1,Low,No,8,Severe,54.85
74,13,94,66,High,2,Low,No,8,Mild,63.650000000000006
89,28,79,66,Middle,0,Low,Yes,8,None,65.4
93,13,83,77,Middle,0,Medium,No,7,None,61.55
81,29,88,80,High,0,Medium,No,8,Mild,72.05
